context_en;context_ru;domain;idiom_en;is_idiomatic;idiom_ru;en_idiom_structure;ru_idiom_structure;interlanguage_equivalence;translation_equivalence
An invoice to a buyer of goods, works and services sold on the terms consistent with those of an agency agreement shall be issued by the principal and in cases provided for by paragraph 2 of Article 374 of this Code by a designated agent in the manner specified in this Section.;Выписка счёта-фактуры покупателю товаров, работ, услуг, реализуемых на условиях, соответствующих договору поручения, осуществляется доверителем, а в случаях, предусмотренных пунктом 2 статьи 374 настоящего Кодекса, ? поверенным в порядке, определённом настоящим разделом.;legal_docs;on terms;ЛОЖЬ;;;;;
The concessionaire shall provide maintenance of the object of the concession in accordance with the procedure and on the terms stipulated by the concession agreement.;Концессионер обеспечивает техническое обслуживание объекта концессии в порядке и на условиях, предусмотренных договором концессии.;legal_docs;on terms;ЛОЖЬ;;;;;
The income, specified in this article, is subject to adjustment in case of changes in the amount payable in national currency for goods sold or purchased, works performed, services rendered based on the terms of a contract.;Доходы, указанные в настоящей статье, подлежат корректировке в случае изменения суммы, подлежащей оплате в национальной валюте за реализованные или приобретённые товары, выполненные работы, оказанные услуги, исходя из условий договора.;legal_docs;on terms;ЛОЖЬ;;;;;
If an application is submitted in accordance with paragraph 18-1 of this article for a subsoil area (sections), according to the results of exploration of which no confirmation of its compliance with any of the criteria of a complex project has been received, the terms of the contract relating to the production period must be brought into line with the terms of a standard production contract established in accordance with subparagraph 4) paragraph 1-1 and paragraph 2 of Article 36 of this Code, and in the case of allocation of a mining site that is not related to a complex project, a mining contract is concluded with respect to such a site on the terms, defined in accordance with subparagraph 4) paragraph 1-1 and paragraph 2 of Article 36 of this Code.;Если заявление подаётся в соответствии с пунктом 18-1 настоящей статьи по участку (участкам) недр, по результатам разведки которого не было получено подтверждение о его соответствии какому-либо из критериев сложного проекта, условия контракта, относящиеся к периоду добычи, должны быть приведены в соответствие с условиями типового контракта на добычу, устанавливаемыми в соответствии с подпунктом 4) пункта 1-1 и пунктом 2 статьи 36 настоящего Кодекса, а в случае выделения участка добычи, не относящегося к сложному проекту, в отношении такого участка заключается контракт на добычу на условиях, определённых в соответствии с подпунктом 4) пункта 1-1 и пунктом 2 статьи 36 настоящего Кодекса.;legal_docs;on terms;ЛОЖЬ;;;;;
WTO accession on favourable terms for Kazakhstan is a goal we must achieve.;Вступление в ВТО на благоприятных условиях для Казахстана ? цель, которую мы должны достичь.;legal_docs;on terms;ЛОЖЬ;;;;;
"Notification shall not be required on bank accounts intended for holding pension assets of the unified accumulative pension fund and voluntary accumulative pension funds, assets of the social health insurance fund, assets of the State Social Insurance Fund, assets that are collateral for the issue of bonds of a special financial company, and assets of an investment fund, savings accounts of non-resident legal entities, foreign nationals and stateless persons, correspondent accounts of foreign correspondent banks, bank accounts intended for receiving benefits and social payments paid from the state budget and (or) the State Social Insurance Fund, current accounts intended for crediting money on the terms of a notary?s deposit, a current account of a private bailiff intended to store the collected amounts in favor of collectors, escrow accounts, bank accounts under an educational savings deposit concluded in accordance with the Law of the Republic of Kazakhstan ""On the State Educational Savings System"".";"Уведомление не требуется по банковским счетам, предназначенным для хранения пенсионных активов единого накопительного пенсионного фонда и добровольных накопительных пенсионных фондов, активов фонда социального медицинского страхования, активов Государственного фонда социального страхования, активов, являющихся обеспечением выпуска облигаций специальной финансовой компании, и активов инвестиционного фонда, сберегательным счетам юридических лиц-нерезидентов, иностранцев и лиц без гражданства, корреспондентским счетам иностранных банков-корреспондентов, банковским счетам, предназначенным для получения пособий и социальных выплат, выплачиваемых из государственного бюджета и (или) Государственного фонда социального страхования, текущим счетам, предназначенным для зачисления денег на условиях депозита нотариуса, текущему счету частного судебного исполнителя, предназначенного для хранения взысканных сумм в пользу взыскателей, эскроу-счетам, банковским счетам по договору об образовательном накопительном вкладе, заключённому в соответствии с Законом Республики Казахстан ""О Государственной образовательной накопительной системе"".";legal_docs;on terms;ЛОЖЬ;;;;;
Equal access to key capacity is provided on market terms.;Равный доступ к ключевой мощности предоставляется на рыночных условиях.;legal_docs;on terms;ЛОЖЬ;;;;;
The income specified in paragraph 2 of this article is subject to adjustment in case of changes in the amount payable in national currency for goods sold or purchased, works performed, services rendered, based on the terms of a contract.;Доходы, указанные в пункте 2 настоящей статьи, подлежат корректировке в случае изменения суммы, подлежащей оплате в национальной валюте за реализованные или приобретённые товары, выполненные работы, оказанные услуги, исходя из условий договора.;legal_docs;on terms;ЛОЖЬ;;;;;
The head of the organization participates in the voting on equal terms with the members of the Dissertation Council.;Руководитель организации участвует в голосовании наравне с членами Диссертационного совета.;general;on terms;ЛОЖЬ;;;;;
When the commission agent transfers to the commitment the goods purchased for the commitment on the terms corresponding to the terms of the commission agreement, as well as in the performance of work, rendering services by a third party for the commitment under a transaction concluded by such a third party with the commission agent, the issuance of invoices to the commitment shall be carried out by the commission agent.;При передаче комиссионером комитенту товаров, приобретённых для комитента на условиях, соответствующих условиям договора комиссии, а также выполнении работ, оказании услуг третьим лицом для комитента по сделке, заключённой таким третьим лицом с комиссионером, выписка счетов-фактур в адрес комитента осуществляется комиссионером.;legal_docs;on terms;ЛОЖЬ;;;;;
To conduct a legal expertise of a draft processing agreement, the competent authority submits a copy of the protocol on the results of negotiations on the terms of the processing agreement to the Ministry of Justice of the Republic of Kazakhstan.;Для проведения правовой экспертизы проекта соглашения о переработке компетентный орган представляет в Министерство юстиции Республики Казахстан копию протокола об итогах переговоров по условиям соглашения о переработке.;legal_docs;on terms;ЛОЖЬ;;;;;
The principle of public participation: the public has the right to participate in decision-making affecting the issues of environmental protection and sustainable development of the Republic of Kazakhstan, on the terms and in the manner established by this Code.;Принцип общественного участия: общественность имеет право на участие в принятии решений, затрагивающих вопросы охраны окружающей среды и устойчивого развития Республики Казахстан, на условиях и в порядке, установленных настоящим Кодексом.;legal_docs;on terms;ЛОЖЬ;;;;;
Payments are deferred and it is possible to refinance loans on favourable terms.;Отсрочены платежи, дана возможность рефинансирования кредитов на льготных условиях.;legal_docs;on terms;ЛОЖЬ;;;;;
Low-interest loans on these terms.;Кредитование с низкой процентной ставкой на этих условиях.;mass_media;on terms;ЛОЖЬ;;;;;
Field development project shall contain information on the terms, conditions and cost of work to eliminate the consequences of uranium mining.;Проект разработки месторождения должен содержать информацию о сроках, условиях и стоимости выполнения работ по ликвидации последствий добычи урана.;legal_docs;on terms;ЛОЖЬ;;;;;
The sale on the territory of the Republic of Kazakhstan without indicating cost of the goods with a price tag in tenge exhibited on the inside and outside shop windows of a trading facility, or the sale on the territory of the Republic of Kazakhstan of goods which value exceeds cost of the goods with a price tag exhibited on the inside and outside shop windows of a trading facility, or an indication of the cost of the goods not in tenge when it is sold on the territory of the Republic of Kazakhstan on the terms of a public contract, shall entail a fine on the subjects of small entrepreneurship in the amount of six, on the subjects of medium entrepreneurship ? in the amount of ten, on the subjects of large entrepreneurship ? in the amount of thirty monthly calculation indices.;Реализация на территории Республики Казахстан без указания цены в тенге товара, оформленного ярлыком цен, выставленного во внутренних и (или) внешних витринах торгового объекта, либо реализация на территории Республики Казахстан товара, стоимость которого превышает оформленную ярлыком цену, выставленного во внутренних и (или) внешних витринах торгового объекта, либо указание цены товара не в тенге при его реализации на территории Республики Казахстан на условиях публичного договора влечёт штраф на субъектов малого предпринимательства в размере шести, на субъектов среднего предпринимательства ? в размере десяти, на субъектов крупного предпринимательства ? в размере тридцати месячных расчётных показателей.;legal_docs;on terms;ЛОЖЬ;;;;;
Supervision shall be divided into supervision exercised by control and supervisory bodies in accordance with the procedure and on the terms and conditions established by this Code and other laws of the Republic of Kazakhstan.;Надзор подразделяется на надзор, осуществляемый органами контроля и надзора в порядке и на условиях, установленных настоящим Кодексом и иными законами Республики Казахстан.;legal_docs;on terms;ЛОЖЬ;;;;;
If the parties fail to reach agreement on the terms of the procedural agreement, the consideration of the criminal case by the court shall continue in the general order.;При недостижении согласия сторонами по условиям процессуального соглашения рассмотрение уголовного дела судом продолжается в общем порядке.;legal_docs;on terms;ЛОЖЬ;;;;;
It depends on the term.;Это зависит от срока.;general;on terms;ЛОЖЬ;;;;;
With the approval of the General Assembly, the members of the Committee established under the present Convention shall receive emoluments from United Nations resources on such terms and conditions as the Assembly may decide.;Члены Комитета, учрежденного в соответствии с настоящей Конвенций, получают утверждаемое Генеральной Ассамблеей вознаграждение из средств Организации Объединённых Наций в порядке и на условиях, устанавливаемых Генеральной Ассамблеей.;legal_docs;on terms;ЛОЖЬ;;;;;
But on terms that correspond to traditional Muslim teachings.;Но на условиях, соответствующих традиционному мусульманскому учению.;edu_and_sci;on terms;ЛОЖЬ;;;;;
Turnover from the sale of works, services means any performance of works or rendering of services, also on a non-repayable basis, as well as any paid activity other than the sale of goods, including financing of individuals and legal entities by an Islamic bank as a trade intermediary by way of granting a commercial loan on the terms of subsequent sale of goods to a third party or without such conditions, in accordance with the legislation of the Republic of Kazakhstan on banks and banking activity.;Оборот по реализации работ, услуг означает любое выполнение работ или оказание услуг, в том числе безвозмездное, а также любую деятельность за вознаграждение, отличную от реализации товара, в том числе финансирование исламским банком в соответствии с законодательством Республики Казахстан о банках и банковской деятельности физических и юридических лиц в качестве торгового посредника путём предоставления коммерческого кредита на условиях последующей продажи товара третьему лицу либо без таковых условий.;legal_docs;on terms;ЛОЖЬ;;;;;
Dissemination or placement of advertisements in the media by a microfinance organization that does not conform to actuality on the day of its publication, as well as advertisements related to the offer of microcredit on terms that do not comply with the legislation of the Republic of Kazakhstan on microfinance activities, if this action does not have signs of a criminal offense, shall entail a fine in amount of one hundred fifty monthly calculation indices.;Распространение или размещение организацией, осуществляющей микрофинансовую деятельность, в средствах массовой информации рекламы, не соответствующей действительности на день её опубликования, а также рекламы, связанной с предложением микрокредита на условиях, не соответствующих законодательству Республики Казахстан о микрофинансовой деятельности, если это действие не имеет признаков уголовно наказуемого деяния, влечёт штраф в размере ста пятидесяти месячных расчётных показателей.;legal_docs;on terms;ЛОЖЬ;;;;;
Make a decision on additional provision of a guaranteed amount of free medical care, including medicines, specialized therapeutic products, medical devices, to certain categories of citizens of the Republic of Kazakhstan in outpatient treatment for free and (or) on preferential terms.;Принимают решение о дополнительном предоставлении гарантированного объёма бесплатной медицинской помощи, в том числе лекарственных средств, специализированных лечебных продуктов, медицинских изделий, отдельным категориям граждан Республики Казахстан при амбулаторном лечении бесплатно и (или) на льготных условиях.;legal_docs;on terms;ЛОЖЬ;;;;;
They were on good terms with school students and classmates.;Был в хороших отношениях со учениками школы и одноклассниками.;mass_media;on terms;ЛОЖЬ;;;;;
Peasant or farmer households with an average annual number of employees not more than fifty people and the total value of assets on average for the year not more than sixty thousand rubles of the calculation index receive information services (funds), as well as scientific and technical developments and technologies on favorable terms within the funds allocated in the state budget for the corresponding year within the framework of state financial support of small entrepreneurship.;Крестьянские или фермерские хозяйства со среднегодовой численностью работников не более пятидесяти человек и общей стоимостью активов в среднем за год не свыше шестидесятитысячекратного расчетного показателя получают информационные услуги (средства), а также научно-технические разработки и технологии на льготных условиях в пределах средств, предназначенных в государственном бюджете на соответствующий год в рамках государственной финансовой поддержки малого предпринимательства.;legal_docs;on terms;ЛОЖЬ;;;;;
A returnable container is a container, the value of which is not included in the sales value of a product sold in it, and which shall be returned to a supplier on the terms and within the time limits specified in a contract for the supply of this product, in any event within a six-month period.;Возвратной тарой является тара, стоимость которой не включается в стоимость реализации отпускаемой в ней продукции и которая подлежит возврату поставщику на условиях и в сроки, которые установлены договором (контрактом) на поставку этой продукции, но не более срока, продолжительность которого составляет шесть месяцев.;legal_docs;on terms;ЛОЖЬ;;;;;
If there are several subsurface areas (deposits) under the initial contract, some of which do not meet the criterion of a complex (complex) project (projects) provided for in paragraph 1-2 of Article 36 of this Code, the transition to the terms of a standard contract for complex projects in accordance with this paragraph is carried out only with respect to the subsurface area (deposit) corresponding to the criterion a complex project provided for in paragraph 1-2 of Article 36 of this Code, by allocating the corresponding subsurface area (subsurface areas) and (or) the deposit(s) into a separate contract on the terms of a standard contract for a complex project.;Если по первоначальному контракту имеется несколько участков недр (месторождений), часть из которых не соответствует критерию сложного (сложных) проекта (проектов), предусмотренных пунктом 1-2 статьи 36 настоящего Кодекса, переход на условия типового контракта по сложным проектам в соответствии с настоящим пунктом осуществляется только в отношении участка недр (месторождения), соответствующего критерию сложного проекта, предусмотренного пунктом 1-2 статьи 36 настоящего Кодекса, путём выделения соответствующего участка недр (участков недр) и (или) месторождения (месторождений) в отдельный контракт на условиях типового контракта по сложному проекту.;legal_docs;on terms;ЛОЖЬ;;;;;
Competition is based on the principles of competition, fairness, legality, respect for consumer rights, which are applied equally, equally and on equal terms to all subjects of the market, regardless of the organizational and legal form and place of registration of such subjects of the market.;Конкуренция основывается на началах состязательности, добросовестности, законности, соблюдении прав потребителей, которые применяются одинаковым образом, в равной мере и на равных условиях ко всем субъектам рынка независимо от организационно-правовой формы и места регистрации таких субъектов рынка.;legal_docs;on terms;ЛОЖЬ;;;;;
If, as a result of the analysis, the customs authority has established that the buyer and seller, being interrelated persons, mutually sell and buy goods on the same terms, including at comparable prices (that is, at the prices of the same level) as if they were not interrelated persons, this fact shall be the proof that the relationship between the seller and the buyer did not affect the price actually paid or payable.;В случае если в результате проведённого анализа таможенный орган установил, что покупатель и продавец, являясь взаимосвязанными лицами, взаимно продают и покупают товары на тех же условиях, в том числе по сопоставимым ценам (то есть по ценам того же уровня), как если бы они не являлись взаимосвязанными лицами, то этот факт является доказательством, что взаимосвязь между продавцом и покупателем не повлияла на цену, фактически уплаченную или подлежащую уплате.;legal_docs;on terms;ЛОЖЬ;;;;;
The retention status is recognized as a special legal regime for a subsoil plot under a license for the extraction of solid minerals, which provides for the right of the subsoil user not to start or suspend the extraction of solid minerals in the specified plot (or part thereof) on the terms and in the manner provided for by this Code.;Статусом удержания признается особый правовой режим участка недр по лицензии на добычу твёрдых полезных ископаемых, предусматривающий право недропользователя не начинать или приостановить добычу твёрдых полезных ископаемых на указанном участке (или его части) на условиях и в порядке, предусмотренных настоящим Кодексом.;legal_docs;on terms;ЛОЖЬ;;;;;
"Economic stimulation of activities aimed at protecting the environment is carried out through provision of state support measures within the framework of ""green"" financing on the terms and in the manner established by the laws of the Republic of Kazakhstan.";Экономическое стимулирование деятельности, направленной на охрану окружающей среды, осуществляется посредством предоставления мер государственной поддержки в рамках ?зелёного? финансирования на условиях и в порядке, установленных законами Республики Казахстан.;legal_docs;on terms;ЛОЖЬ;;;;;
The land may also be privately owned on terms, conditions and within limits established by law.;Земля может находиться также в частной собственности на основаниях, условиях и в пределах, установленных законом.;legal_docs;on terms;ЛОЖЬ;;;;;
In carrying out its activities, a peasant or farming enterprise has the right to obtain loans secured by property, land and the right to use land in the manner and on the terms established by the legislation of the Republic of Kazakhstan.;При осуществлении своей деятельности крестьянское или фермерское хозяйство вправе получать кредиты под залог имущества, земельного участка и права землепользования в порядке и на условиях, установленных законодательством Республики Казахстан.;legal_docs;on terms;ЛОЖЬ;;;;;
The provision of this subparagraph shall also apply in case of a change in the payable value of sold goods, works and services based on the terms of an agreement, also in connection with the application of the coefficient (index).;Положение данного подпункта применяется также при изменении подлежащей оплате стоимости реализованных товаров, работ, услуг исходя из условий договора, в том числе в связи с применением коэффициента (индекса).;legal_docs;on terms;ЛОЖЬ;;;;;
The provision of this sub-paragraph also applies when changing the amount payable in national currency for goods sold or purchased, work performed, services rendered based on the terms of the contract.;Положение данного подпункта применяется также при изменении суммы, подлежащей оплате в национальной валюте за реализованные или приобретённые товары, выполненные работы, оказанные услуги исходя из условий договора.;legal_docs;on terms;ЛОЖЬ;;;;;
A bank that has the right to deduct the amount of expenses for creation of provisions (reserves) in accordance with paragraph 1 of Article 250 of this Code shall not recognize as income from a decrease in the amount of provisions (reserves) the amount of provisions (reserves) deducted in the reporting and (or) previous tax periods, in case of debt forgiveness on a credit (loan) in the manner and on the terms established by this paragraph.;Банк, имеющий право на вычет суммы расходов по созданию провизий (резервов) в соответствии с пунктом 1 статьи 250 настоящего Кодекса, не признает доходом от снижения размеров провизий (резервов) суммы провизий (резервов), отнесённые на вычеты в отчётном и (или) предыдущих налоговых периодах, в случае прощения долга по кредиту (займу) в порядке и на условиях, установленных настоящим пунктом.;legal_docs;on terms;ЛОЖЬ;;;;;
Maintenance of a concession object ? the use of the concession object with the implementation of a set of technological and organizational measures aimed at maintaining the concession object in a serviceable, safe, suitable for its functional maintenance, as well as the implementation of its current and (or) major repairs, management, performance of service and (or) support activities, in the manner and on the terms specified in the concession agreement.;Техническое обслуживание объекта концессии ? использование объекта концессии с осуществлением комплекса технологических и организационных мероприятий, направленное на поддержание объекта концессии в исправном, безопасном, пригодном для его функционального обслуживания состоянии, а также осуществление его текущего и (или) капитального ремонта, управление, выполнение сервисной и (или) вспомогательной деятельности, в порядке и на условиях, определённых договором концессии.;legal_docs;on terms;ЛОЖЬ;;;;;
It is necessary to provide loans to businesses by second-tier banks on acceptable terms and for a long period of time.;Следует обеспечить кредитование бизнеса банками второго уровня на приемлемых условиях и на длительный срок.;legal_docs;on terms;ЛОЖЬ;;;;;
Legal entities of the Republic of Kazakhstan investing in agricultural production and not using the special tax regime may be granted investment preferences in the manner and on the terms stipulated by this Code.;Юридическим лицам Республики Казахстан, осуществляющим инвестиции в сельскохозяйственное производство и не пользующимся специальным налоговым режимом, могут быть предоставлены инвестиционные преференции в порядке и на условиях, предусмотренных настоящим Кодексом.;legal_docs;on terms;ЛОЖЬ;;;;;
Operation of the healthcare facility created (reconstructed) as a result of the healthcare concession project (hereinafter - the concession facility) - use of the concession facility, which may provide for technical and functional maintenance in the manner and on the terms specified in the healthcare concession agreement (hereinafter - the concession agreement).;Эксплуатация объекта здравоохранения, созданного (реконструированного) в результате реализации концессионного проекта в области здравоохранения (далее ? объект концессии), ? использование объекта концессии, которое может предусматривать техническое и функциональное обслуживание в порядке и на условиях, определенных договором концессии в области здравоохранения (далее ? договор концессии).;legal_docs;on terms;ЛОЖЬ;;;;;
The members of the Committee shall, with the approval of the General Assembly of the United Nations, receive emoluments from United Nations resources on such terms and conditions as the General Assembly may decide, having regard to the importance of the Committee's responsibilities.;Члены Комитета получают утверждаемое Генеральной Ассамблеей Организации Объединённых Наций вознаграждение из средств Организации Объединённых Наций в порядке и на условиях, устанавливаемых Генеральной Ассамблеей с учётом важности обязанностей Комитета.;legal_docs;on terms;ЛОЖЬ;;;;;
The functional operator in the field of healthcare, determined before the tender to select the concessionaire, provides functional maintenance of the object of the concession in the manner and on the terms stipulated by the concession agreement.;Функциональный оператор в области здравоохранения, определяемый до проведения конкурса по выбору концессионера, обеспечивает функциональное обслуживание объекта концессии в порядке и на условиях, предусмотренных договором концессии.;legal_docs;on terms;ЛОЖЬ;;;;;
Women may be elected, on equal terms with men, without discrimination of any kind, to all institutions established by national law that require a public election.;Женщины могут быть избираемы, на равных с мужчинами условиях, без какой-либо дискриминации, во все установленные национальным законом учреждения, требующие публичных выборов.;legal_docs;on terms;ЛОЖЬ;;;;;
Turnover from the sale of goods means transfer of ownership of goods, including sale of goods, shipment of goods, also on installment payment terms and (or) in exchange for other goods, works, services.;Оборот по реализации товаров означает передачу прав собственности на товар, включая продажу товара, отгрузку товара, в том числе на условиях рассрочки платежа и (или) в обмен на другие товары, работы, услуги.;legal_docs;on terms;ЛОЖЬ;;;;;
"State support for social entrepreneurship, except for measures of state support for private entrepreneurship provided for in Article 93 of this Code, and measures of state support for small and medium-sized businesses provided for in Article 232 of this Code, is carried out in the form of provision of state property for property lease (lease) without the right to purchase on preferential terms in accordance with the Law of the Republic of Kazakhstan ""On State property"".";Государственная поддержка социального предпринимательства, кроме мер государственной поддержки частного предпринимательства, предусмотренных статьёй 93 настоящего Кодекса, и мер государственной поддержки малого и среднего предпринимательства, предусмотренных статьёй 232 настоящего Кодекса, осуществляется в виде предоставления в имущественный наем (аренду) государственного имущества без права выкупа на льготных условиях в соответствии с Законом Республики Казахстан ?О государственном имуществе?.;legal_docs;on terms;ЛОЖЬ;;;;;
When selling goods, performing works, rendering services on terms corresponding to the terms of the commission agreement, if the commitment and (or) commission agent are payers of value added tax, the issuance of invoices to the buyer of goods, works, services shall be carried out by the commission agent.;При реализации товаров, выполнении работ, оказании услуг на условиях, соответствующих условиям договора комиссии, в случае, если комитент и (или) комиссионер являются плательщиками налога на добавленную стоимость, выписка счетов-фактур покупателю товаров, работ, услуг осуществляется комиссионером.;legal_docs;on terms;ЛОЖЬ;;;;;
It will then be determined to what extent this programme can be financed, from which sources and on what terms.;Затем будет определено, в каком объёме эта программа может быть профинансирована, из каких источников и на каких условиях.;legal_docs;on terms;ЛОЖЬ;;;;;
"At a minimum, there could be an adverse impact on the terms by which America borrows from abroad; that could mean higher interest rates ? hints of which are already evident ? and ultimately downward pressure on the dollar.";Как минимум, это может оказать негативное влияние на условия, на которых США осуществляет заимствования за границей, что может означать более высокие процентные ставки, намеки на которые уже становятся очевидными, и в итоге, тенденцию давления к снижению доллара.;mass_media;on terms;ЛОЖЬ;;;;;
The home side regrouped and Bouchard once again put them on level terms with a power play goal on 27:37.;Хозяева перегруппировались и Бушар снова сравнял счет при помощи гола, когда команда была в большинстве (27:37).;mass_media;on terms;ЛОЖЬ;;;;;
The provisions of this paragraph shall apply in case of the Islamic bank?s transfer of property, in accordance with the banking legislation of the Republic of Kazakhstan, within the framework of financing of individuals and legal entities as a trade intermediary by way of granting a commercial loan on the terms of subsequent sale of goods to a third party.;Положения настоящего пункта применяются в случае передачи исламским банком имущества в соответствии с банковским законодательством Республики Казахстан в рамках финансирования физических и юридических лиц в качестве торгового посредника путём предоставления коммерческого кредита на условиях последующей продажи товара третьему лицу.;legal_docs;on terms;ЛОЖЬ;;;;;
Women have the right to vote in all elections, on equal terms with men, without discrimination.;Женщинам принадлежит право голосовать на всех выборах, на равных с мужчинами условиях, без какой-либо дискриминации.;legal_docs;on terms;ЛОЖЬ;;;;;
Provision of extracted hydrocarbons for processing at processing enterprises (plants) in the territory of the Republic of Kazakhstan on contractual terms;Предоставление добываемых углеводородов для переработки на перерабатывающие предприятия (производства) на территории Республики Казахстан на договорных условиях;legal_docs;on terms;ЛОЖЬ;;;;;
"The provision of greater assistance on better terms; the implementation of the aid volume target of a minimum of I per cent of the gross national product at market prices of economically advanced countries; the general easing of the terms of lending to the developing countries through low interest rates on loans and long grace periods for the repayment of loans, and the assurance that the allocation of such loans will be based strictly on socioeconomic criteria free of any political considerations.";"Предоставление большей помощи на более благоприятных условиях; выполнение задания по оказанию помощи в объёме не менее 1 процента валового национального продукта (в рыночных ценах) передовых в экономическом отношении стран; общее облегчение условий предоставления займов развивающимся странам путём установления низких процентных ставок на займы и длительных льготных сроков погашения займов, а также гарантия того, что предоставление таких займов будет основываться строго на социально-экономических критериях, не зависящих от каких-либо политических соображений.";legal_docs;on terms;ЛОЖЬ;;;;;
